# NLAYERS,SPLORDER,PREC,PPT,M_G,MCORE_G,ICEFRAC,OMEGA_1S,NBELEM,YZ1,YZ2,YZ3,YZ4,YZ5,YZ6,RADMEAN_CM,RADCHORD_CM,REQ_CM,REQOBS_CM,REQ_NOOFF_CM,J2,J2OBS,J2_NOOFF,J4,J4OBS,J4_NOOFF,J6,J6OBS,J6_NOOFF,J8,J8OBS,J8_NOOFF,J10,J10OBS,J10_NOOFF,J12,J12OBS,J12_NOOFF,M_PPT
  200, 1,     0.00000000,0, 2.27760000E+30, 9.49000000E+28, 0.00000E+00, 2.42407E-06, 4, 2.77000E-01, 2.77000E-01, 5.00000E-02, 0.00000E+00, 0.00000E+00, 0.00000E+00, 8.85173982E+09, 0.00000000E+00, 0.00000000E+00, 8.14920000E+09, 0.00000000E+00, 0.00000000E+00, 1.46970000E-02, 0.00000000E+00, 0.00000000E+00,-5.84000000E-04, 0.00000000E+00, 0.00000000E+00, 3.10000000E-05, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00, 0.00000000E+00
