 Age,M_Mtot,R_cm,logP,logT,logRho,logL,Kappa,Sint,Gradrad,Gradad,Gradtot,Tau,Lconv
  2.500000000000D+03,  1.000002846863D+00,  8.453595558800D+09,  2.037781182774D+00,  3.376619610692D+00, -8.867150651329D+00,  2.252504480704D+01,  1.000926307116D-02,  0.000000000000D+00, -9.257036450568D-03,  7.315058893010D-02, -9.257036450568D-03,  3.511191734215D-04,0
  2.500000000000D+03,  1.000002846859D+00,  8.448347577318D+09,  2.103571046777D+00,  3.375869325301D+00, -8.800610501935D+00,  2.252504480704D+01,  1.062705648559D-02,  0.000000000000D+00, -1.140427028189D-02,  7.305715446215D-02, -1.140427028189D-02,  4.328761281083D-04,0
  2.500000000000D+03,  1.000002846855D+00,  8.443126727256D+09,  2.169147293850D+00,  3.374947707468D+00, -8.734112637029D+00,  2.252504480704D+01,  1.129936781342D-02,  0.000000000000D+00, -1.405414115081D-02,  7.293789905358D-02, -1.405414115081D-02,  5.336699231206D-04,0
  2.500000000000D+03,  1.000002846851D+00,  8.437941464142D+09,  2.234431202526D+00,  3.373816638013D+00, -8.667697658899D+00,  2.252504480704D+01,  1.203586305342D-02,  0.000000000000D+00, -1.732539423721D-02,  7.278740747139D-02, -1.732539423721D-02,  6.579332246576D-04,0
  2.500000000000D+03,  1.000002846846D+00,  8.432801509934D+09,  2.299333218881D+00,  3.372430064585D+00, -8.601409069116D+00,  2.252504480704D+01,  1.284831256149D-02,  0.000000000000D+00, -2.136410401211D-02,  7.259935292335D-02, -2.136410401211D-02,  8.111308307897D-04,0
  2.500000000000D+03,  1.000002846840D+00,  8.427717802473D+09,  2.363754216404D+00,  3.370732661243D+00, -8.535290668250D+00,  2.252504480704D+01,  1.375087668113D-02,  0.000000000000D+00, -2.634860382521D-02,  7.236647220341D-02, -2.634860382521D-02,  1.000000000000D-03,0
  2.500000000000D+03,  1.000002846833D+00,  8.422702318607D+09,  2.427588318904D+00,  3.368658452894D+00, -8.469382357401D+00,  2.252504480704D+01,  1.476025416790D-02,  0.000000000000D+00, -3.249373404027D-02,  7.208063346440D-02, -3.249373404027D-02,  1.232846739442D-03,0
  2.500000000000D+03,  1.000002846825D+00,  8.417767703601D+09,  2.490728119246D+00,  3.366129550683D+00, -8.403713654848D+00,  2.252504480704D+01,  1.589549229395D-02,  0.000000000000D+00, -4.005242648361D-02,  7.173306888533D-02, -4.005242648361D-02,  1.519911082953D-03,0
  2.500000000000D+03,  1.000002846816D+00,  8.412926618498D+09,  2.553073431136D+00,  3.363055265446D+00, -8.338294057721D+00,  2.252504480704D+01,  1.717708566903D-02,  0.000000000000D+00, -4.931060802777D-02,  7.131488604913D-02, -4.931060802777D-02,  1.873817422860D-03,0
  2.500000000000D+03,  1.000002846806D+00,  8.408190695982D+09,  2.614545069959D+00,  3.359332063398D+00, -8.273099216850D+00,  2.252504480704D+01,  1.862470842902D-02,  0.000000000000D+00, -6.056780198428D-02,  7.081803291240D-02, -6.056780198428D-02,  2.310129700083D-03,0
  2.500000000000D+03,  1.000002846794D+00,  8.403568979503D+09,  2.675105538923D+00,  3.354845141361D+00, -8.208051825849D+00,  2.252504480704D+01,  2.025250489807D-02,  0.000000000000D+00, -7.408994866827D-02,  7.023697663695D-02, -7.408994866827D-02,  2.848035868436D-03,0
  2.500000000000D+03,  1.000002846781D+00,  8.399065718574D+09,  2.734788828139D+00,  3.349472879250D+00, -8.142996274523D+00,  2.252504480704D+01,  2.206035789188D-02,  0.000000000000D+00, -9.001283576860D-02,  6.957146502567D-02, -9.001283576860D-02,  3.511191734215D-03,0
  2.500000000000D+03,  1.000002846766D+00,  8.394677417370D+09,  2.793741689312D+00,  3.343096122143D+00, -8.077666656243D+00,  2.252504480704D+01,  2.401926660634D-02,  0.000000000000D+00, -1.081670504288D-01,  6.883084817623D-02, -1.081670504288D-01,  4.328761281083D-03,0
  2.500000000000D+03,  1.000002846750D+00,  8.390389099928D+09,  2.852278484896D+00,  3.335615137156D+00, -8.011648875672D+00,  2.252504480704D+01,  2.604981460242D-02,  0.000000000000D+00, -1.277997012371D-01,  6.804046425485D-02, -1.277997012371D-01,  5.336699231206D-03,0
  2.500000000000D+03,  1.000002846731D+00,  8.386169890762D+09,  2.910950451824D+00,  3.326977935646D+00, -7.944339707233D+00,  2.252504480704D+01,  2.799665358868D-02,  0.000000000000D+00, -1.472117258425D-01,  6.725030604049D-02, -1.472117258425D-01,  6.579332246576D-03,0
  2.500000000000D+03,  1.000002846708D+00,  8.381968288297D+09,  2.970626345999D+00,  3.317223578110D+00, -7.874909455522D+00,  2.252504480704D+01,  2.961158138770D-02,  0.000000000000D+00, -1.634555739855D-01,  6.654503998223D-02, -1.634555739855D-01,  8.111308307897D-03,0
  2.500000000000D+03,  1.000002846682D+00,  8.377708139217D+09,  3.032570573978D+00,  3.306540874171D+00, -7.802282523605D+00,  2.252504480704D+01,  3.057259213473D-02,  0.000000000000D+00, -1.724568097424D-01,  6.605140084854D-02, -1.724568097424D-01,  1.000000000000D-02,0
  2.500000000000D+03,  1.000002846650D+00,  8.373287754836D+09,  3.098477808398D+00,  3.295332381148D+00, -7.725166796161D+00,  2.252504480704D+01,  3.057276971387D-02,  0.000000000000D+00, -1.700646844270D-01,  6.593276752482D-02, -1.700646844270D-01,  1.232846739442D-02,0
  2.500000000000D+03,  1.000002846608D+00,  8.368587261028D+09,  3.170370059913D+00,  3.284251594211D+00, -7.642193757710D+00,  2.252504480704D+01,  2.947922377479D-02,  0.000000000000D+00, -1.541304758654D-01,  6.635240326217D-02, -1.541304758654D-01,  1.519911082953D-02,0
  2.500000000000D+03,  1.000002846555D+00,  8.363491689977D+09,  3.250207235755D+00,  3.274153781137D+00, -7.552258768793D+00,  2.252504480704D+01,  2.747399053384D-02,  0.000000000000D+00, -1.264800886066D-01,  6.738752606071D-02, -1.264800886066D-01,  1.873817422860D-02,0
  2.500000000000D+03,  1.000002846482D+00,  8.357932580338D+09,  3.339136458880D+00,  3.265903440202D+00, -7.455079204733D+00,  2.252504480704D+01,  2.503001909557D-02,  0.000000000000D+00, -9.277423826287D-02,  6.891390175737D-02, -9.277423826287D-02,  2.310129700083D-02,0
  2.500000000000D+03,  1.000002846385D+00,  8.351930304921D+09,  3.436690032036D+00,  3.260069410070D+00, -7.351691601445D+00,  2.252504480704D+01,  2.268694448107D-02,  0.000000000000D+00, -5.980334643787D-02,  7.056414077664D-02, -5.980334643787D-02,  2.848035868436D-02,0
  2.500000000000D+03,  1.000002846255D+00,  8.345598288358D+09,  3.540670782765D+00,  3.256687829695D+00, -7.244329270341D+00,  2.252504480704D+01,  2.080099018552D-02,  0.000000000000D+00, -3.252121524047D-02,  7.188202223738D-02, -3.252121524047D-02,  3.511191734215D-02,0
  2.500000000000D+03,  1.000002846084D+00,  8.339093008651D+09,  3.648068074121D+00,  3.255298078517D+00, -7.135542227808D+00,  2.252504480704D+01,  1.946231425738D-02,  0.000000000000D+00, -1.294028145253D-02,  7.259496346615D-02, -1.294028145253D-02,  4.328761281083D-02,0
  2.500000000000D+03,  1.000002845864D+00,  8.332550189056D+09,  3.756261152051D+00,  3.255240590084D+00, -7.027291661445D+00,  2.252504480704D+01,  1.858171506283D-02,  0.000000000000D+00, -5.313503825618D-04,  7.272623062611D-02, -5.313503825618D-04,  5.336699231206D-02,0
  2.500000000000D+03,  1.000002845583D+00,  8.326056093352D+09,  3.863569059613D+00,  3.255977620372D+00, -6.920720784170D+00,  2.252504480704D+01,  1.802313876104D-02,  0.000000000000D+00,  6.868368830176D-03,  7.245996719163D-02,  6.868368830176D-03,  6.579332246576D-02,0
  2.500000000000D+03,  1.000002845231D+00,  8.319656660835D+09,  3.969079667004D+00,  3.257230676309D+00, -6.816463232717D+00,  2.252504480704D+01,  1.768896912100D-02,  0.000000000000D+00,  1.187611339334D-02,  7.196431997294D-02,  1.187611339334D-02,  8.111308307897D-02,0
  2.500000000000D+03,  1.000002844792D+00,  8.313378099083D+09,  4.072256934237D+00,  3.258932582782D+00, -6.714987871956D+00,  2.252504480704D+01,  1.753987331447D-02,  0.000000000000D+00,  1.649497528090D-02,  7.185424656636D-02,  1.649497528090D-02,  1.000000000000D-01,0
  2.500000000000D+03,  1.000002844250D+00,  8.307240353996D+09,  4.172682230775D+00,  3.261117241926D+00, -6.616747234563D+00,  2.252504480704D+01,  1.757635706695D-02,  0.000000000000D+00,  2.175407212941D-02,  7.389516459362D-02,  2.175407212941D-02,  1.232846739442D-01,0
  2.500000000000D+03,  1.000002843590D+00,  8.301260966696D+09,  4.269978563628D+00,  3.263840167458D+00, -6.522173827241D+00,  2.252504480704D+01,  1.781488806924D-02,  0.000000000000D+00,  2.798590092411D-02,  7.614198962065D-02,  2.798590092411D-02,  1.519911082953D-01,0
  2.500000000000D+03,  1.000002842794D+00,  8.295453829459D+09,  4.363832454301D+00,  3.267142594904D+00, -6.431622364014D+00,  2.252504480704D+01,  1.827360986775D-02,  0.000000000000D+00,  3.518689979197D-02,  7.906045916944D-02,  3.518689979197D-02,  1.873817422860D-01,0
  2.500000000000D+03,  1.000002841845D+00,  8.289826846074D+09,  4.454037544845D+00,  3.271038492560D+00, -6.345313171126D+00,  2.252504480704D+01,  1.896660363287D-02,  0.000000000000D+00,  4.318933258084D-02,  8.254563593702D-02,  4.318933258084D-02,  2.310129700083D-01,0
  2.500000000000D+03,  1.000002840726D+00,  8.284380343887D+09,  4.540524764687D+00,  3.275510878033D+00, -6.263298336757D+00,  2.252504480704D+01,  1.990190258280D-02,  0.000000000000D+00,  5.171151854737D-02,  8.671290958359D-02,  5.171151854737D-02,  2.848035868436D-01,0
  2.500000000000D+03,  1.000002839419D+00,  8.279106717123D+09,  4.623369663886D+00,  3.280512503779D+00, -6.185455063305D+00,  2.252504480704D+01,  2.108059796427D-02,  0.000000000000D+00,  6.037336993038D-02,  9.133280883530D-02,  6.037336993038D-02,  3.511191734215D-01,0
  2.500000000000D+03,  1.000002837904D+00,  8.273991098401D+09,  4.702780514882D+00,  3.285967135748D+00, -6.111498844277D+00,  2.252504480704D+01,  2.249590617500D-02,  0.000000000000D+00,  6.868874845964D-02,  9.631121634067D-02,  6.868874845964D-02,  4.328761281083D-01,0
  2.500000000000D+03,  1.000002836159D+00,  8.269012581481D+09,  4.779076251310D+00,  3.291768325560D+00, -6.041004297662D+00,  2.252504480704D+01,  2.413155903573D-02,  0.000000000000D+00,  7.603557005237D-02,  1.017526668162D-01,  7.603557005237D-02,  5.336699231206D-01,0
  2.500000000000D+03,  1.000002834154D+00,  8.264145600838D+09,  4.852662119977D+00,  3.297775991321D+00, -5.973426094756D+00,  2.252504480704D+01,  2.595962803757D-02,  0.000000000000D+00,  8.164156882282D-02,  1.074905851244D-01,  8.164156882282D-02,  6.579332246576D-01,0
  2.500000000000D+03,  1.000002831854D+00,  8.259361346181D+09,  4.924006056051D+00,  3.303814692451D+00, -5.908120859812D+00,  2.252504480704D+01,  2.793901996673D-02,  0.000000000000D+00,  8.464210782533D-02,  1.135737301016D-01,  8.464210782533D-02,  8.111308307897D-01,0
  2.500000000000D+03,  1.000002829213D+00,  8.254629285363D+09,  4.993615084662D+00,  3.309677937585D+00, -5.844375076334D+00,  2.252504480704D+01,  3.001640803249D-02,  0.000000000000D+00,  8.423110120946D-02,  1.199016864651D-01,  8.423110120946D-02,  1.000000000000D+00,0
  2.500000000000D+03,  1.000002826172D+00,  8.249918853392D+09,  5.062010818475D+00,  3.315140764205D+00, -5.781442169141D+00,  2.252504480704D+01,  3.213054170271D-02,  0.000000000000D+00,  7.987086788828D-02,  1.264796304298D-01,  7.987086788828D-02,  1.232846739442D+00,0
  2.500000000000D+03,  1.000002822656D+00,  8.245201220991D+09,  5.129704799510D+00,  3.319980894056D+00, -5.718588317957D+00,  2.252504480704D+01,  3.421924300064D-02,  0.000000000000D+00,  7.150015078578D-02,  1.332411063074D-01,  7.150015078578D-02,  1.519911082953D+00,0
  2.500000000000D+03,  1.000002818569D+00,  8.240450947665D+09,  5.197175319058D+00,  3.324007562891D+00, -5.655144467244D+00,  2.252504480704D+01,  3.622731406197D-02,  0.000000000000D+00,  5.968041837803D-02,  1.401728806384D-01,  5.968041837803D-02,  1.873817422860D+00,0
  2.500000000000D+03,  1.000002813791D+00,  8.235647355022D+09,  5.264846217573D+00,  3.327095066554D+00, -5.590561072393D+00,  2.252504480704D+01,  3.811395636358D-02,  0.000000000000D+00,  4.562527957410D-02,  1.472434136438D-01,  4.562527957410D-02,  2.310129700083D+00,0
  2.500000000000D+03,  1.000002808175D+00,  8.230775618949D+09,  5.333065811072D+00,  3.329214055679D+00, -5.524460468019D+00,  2.252504480704D+01,  3.985965563872D-02,  0.000000000000D+00,  3.106129802362D-02,  1.544456266741D-01,  3.106129802362D-02,  2.848035868436D+00,0
  2.500000000000D+03,  1.000002801541D+00,  8.225827729114D+09,  5.402083138779D+00,  3.330448581504D+00, -5.456677666137D+00,  2.252504480704D+01,  4.147292449243D-02,  0.000000000000D+00,  1.788718668733D-02,  1.618401562627D-01,  1.788718668733D-02,  3.511191734215D+00,0
  2.500000000000D+03,  1.000002793676D+00,  8.220803360210D+09,  5.472022538556D+00,  3.330984953560D+00, -5.387274638415D+00,  2.252504480704D+01,  4.299513724410D-02,  0.000000000000D+00,  7.669097200752D-03,  1.693792150955D-01,  7.669097200752D-03,  4.328761281083D+00,0
  2.500000000000D+03,  1.000002784334D+00,  8.215710259540D+09,  5.542866296004D+00,  3.331066271971D+00, -5.316512199378D+00,  2.252504480704D+01,  4.449845737326D-02,  0.000000000000D+00,  1.147855709182D-03,  1.772158250649D-01,  1.147855709182D-03,  5.336699231206D+00,0
  2.500000000000D+03,  1.000002773236D+00,  8.210563385318D+09,  5.614461186946D+00,  3.330926133670D+00, -5.244777170135D+00,  2.252504480704D+01,  4.607273752527D-02,  0.000000000000D+00, -1.957378509219D-03,  1.852106159290D-01, -1.957378509219D-03,  6.579332246576D+00,0
  2.500000000000D+03,  1.000002760075D+00,  8.205382400228D+09,  5.686557048252D+00,  3.330733434712D+00, -5.172488609871D+00,  2.252504480704D+01,  4.780491239185D-02,  0.000000000000D+00, -2.672815809552D-03,  1.935220116777D-01, -2.672815809552D-03,  8.111308307897D+00,0
  2.500000000000D+03,  1.000002744510D+00,  8.200188199458D+09,  5.758865528018D+00,  3.330575232143D+00, -5.100021927536D+00,  2.252504480704D+01,  4.976197473030D-02,  0.000000000000D+00, -2.187884042664D-03,  2.019125880693D-01, -2.187884042664D-03,  1.000000000000D+01,0
  2.500000000000D+03,  1.000002726163D+00,  8.194999850390D+09,  5.831114129512D+00,  3.330475576918D+00, -5.027673670818D+00,  2.252504480704D+01,  5.198628372124D-02,  0.000000000000D+00, -1.379337770458D-03,  2.104835120410D-01, -1.379337770458D-03,  1.232846739442D+01,0
  2.500000000000D+03,  1.000002704607D+00,  8.189832882340D+09,  5.903078011481D+00,  3.330426009350D+00, -4.955660221281D+00,  2.252504480704D+01,  5.450174679375D-02,  0.000000000000D+00, -6.887839640067D-04,  2.189764090596D-01, -6.887839640067D-04,  1.519911082953D+01,0
  2.500000000000D+03,  1.000002679357D+00,  8.184698909310D+09,  5.974588895173D+00,  3.330408531429D+00, -4.884131859668D+00,  2.252504480704D+01,  5.732324935392D-02,  0.000000000000D+00, -2.444092475054D-04,  2.274658637627D-01, -2.444092475054D-04,  1.873817422860D+01,0
  2.500000000000D+03,  1.000002649862D+00,  8.179606047820D+09,  6.045529919122D+00,  3.330407527166D+00, -4.819037815844D+00,  2.252504480704D+01,  6.046393591894D-02,  0.000000000000D+00, -1.415630643368D-05,  2.357374176733D-01, -1.415630643368D-05,  2.310129700083D+01,0
  2.500000000000D+03,  1.000002615952D+00,  8.174559615647D+09,  6.115825202246D+00,  3.330413711517D+00, -4.748505626352D+00,  2.252504480704D+01,  6.393922472862D-02,  0.000000000000D+00,  8.797675006095D-05,  2.438787774870D-01,  8.797675006095D-05,  2.848035868436D+01,0
  2.500000000000D+03,  1.000002576504D+00,  8.169562803004D+09,  6.185429522856D+00,  3.330423289354D+00, -4.678695179198D+00,  2.252504480704D+01,  6.776819384040D-02,  0.000000000000D+00,  1.376040642006D-04,  2.516574359099D-01,  1.376040642006D-04,  3.511191734215D+01,0
  2.500000000000D+03,  1.000002530707D+00,  8.164617195703D+09,  6.254320345439D+00,  3.330435447268D+00, -4.609626331955D+00,  2.252504480704D+01,  7.197335294022D-02,  0.000000000000D+00,  1.764808918724D-04,  2.590520159041D-01,  1.764808918724D-04,  4.328761281083D+01,0
  2.500000000000D+03,  1.000002477640D+00,  8.159723154948D+09,  6.322492211383D+00,  3.330450474015D+00, -4.541303463771D+00,  2.252504480704D+01,  7.657995754062D-02,  0.000000000000D+00,  2.204244600177D-04,  2.659713784645D-01,  2.204244600177D-04,  5.336699231206D+01,0
  2.500000000000D+03,  1.000002416252D+00,  8.154880103199D+09,  6.389952654091D+00,  3.330468999411D+00, -4.473718924993D+00,  2.252504480704D+01,  8.161562410530D-02,  0.000000000000D+00,  2.746112473408D-04,  2.723717150514D-01,  2.746112473408D-04,  6.579332246576D+01,0
  2.500000000000D+03,  1.000002345349D+00,  8.150086754055D+09,  6.456718967467D+00,  3.330491834121D+00, -4.406855017258D+00,  2.252504480704D+01,  8.711034716667D-02,  0.000000000000D+00,  3.420094515411D-04,  2.782103171458D-01,  3.420094515411D-04,  8.111308307897D+01,0
  2.500000000000D+03,  1.000002263566D+00,  8.145341302470D+09,  6.522815537563D+00,  3.330519979212D+00, -4.340687381330D+00,  2.252504480704D+01,  9.309672439994D-02,  0.000000000000D+00,  4.258177210313D-04,  2.833753485130D-01,  4.258177210313D-04,  1.000000000000D+02,0
  2.500000000000D+03,  1.000002169352D+00,  8.140641581407D+09,  6.588271637133D+00,  3.330554667757D+00, -4.275186976567D+00,  2.252504480704D+01,  9.961025179901D-02,  0.000000000000D+00,  5.299512917802D-04,  2.878828631816D-01,  5.299512917802D-04,  1.232846739442D+02,0
  2.500000000000D+03,  1.000002060936D+00,  8.135985188833D+09,  6.653119625463D+00,  3.330597418167D+00, -4.210322265713D+00,  2.252504480704D+01,  1.066896520851D-01,  0.000000000000D+00,  6.592403506258D-04,  2.916396011163D-01,  6.592403506258D-04,  1.519911082953D+02,0
  2.500000000000D+03,  1.000001936301D+00,  8.131369588944D+09,  6.717393498135D+00,  3.330650099714D+00, -4.146059992418D+00,  2.252504480704D+01,  1.143772390813D-01,  0.000000000000D+00,  8.196417037215D-04,  2.947994727617D-01,  8.196417037215D-04,  1.873817422860D+02,0
  2.500000000000D+03,  1.000001793148D+00,  8.126792191489D+09,  6.781127731380D+00,  3.330715012823D+00, -4.082367903643D+00,  2.252504480704D+01,  1.227193297697D-01,  0.000000000000D+00,  1.018496754586D-03,  2.972123391339D-01,  1.018496754586D-03,  2.310129700083D+02,0
  2.500000000000D+03,  1.000001628859D+00,  8.122250412836D+09,  6.844356368234D+00,  3.330794987359D+00, -4.019214078853D+00,  2.252504480704D+01,  1.317667194113D-01,  0.000000000000D+00,  1.264846747072D-03,  2.989829872693D-01,  1.264846747072D-03,  2.848035868436D+02,0
