 Age,M_Mtot,R_cm,logP,logT,logRho,logL,Kappa,Sint,Gradrad,Gradad,Gradtot,Tau,Lconv
  4.000000000000D+02,  9.996635225474D-01,  8.728410910828D+09,  9.193864851144D+00,  3.661159938056D+00, -2.032735813989D+00,  2.611300604082D+01,  1.109130068178D+02,  6.845975324688D+08,  8.824201055143D+01,  1.793953328549D-01,  1.793955047840D-01,  3.036096782359D+07,1
  4.000000000000D+02,  9.996103879257D-01,  8.715528476054D+09,  9.259057439054D+00,  3.672757513322D+00, -1.982541703658D+00,  2.611300168155D+01,  1.478404542576D+02,  6.845974279817D+08,  1.228307817841D+02,  1.764406067007D-01,  1.764407592389D-01,  4.661287895530D+07,1
  4.000000000000D+02,  9.995487759761D-01,  8.702180483469D+09,  9.324485560785D+00,  3.684211947538D+00, -1.932372651211D+00,  2.611299649076D+01,  1.975599919964D+02,  6.845973652798D+08,  1.717294941591D+02,  1.737338600915D-01,  1.737339956262D-01,  7.184016340049D+07,1
  4.000000000000D+02,  9.994773983329D-01,  8.688359014042D+09,  9.390075282138D+00,  3.695536804427D+00, -1.882320646102D+00,  2.611299031817D+01,  2.646614936178D+02,  6.845967150717D+08,  2.410747833370D+02,  1.717067095854D-01,  1.717068302824D-01,  1.110669752499D+08,1
  4.000000000000D+02,  9.993948427359D-01,  8.674063006345D+09,  9.455717278994D+00,  3.706754543443D+00, -1.832496074514D+00,  2.611298299109D+01,  3.554885250602D+02,  6.845958001773D+08,  3.396926890203D+02,  1.702260446067D-01,  1.702261523885D-01,  1.721250160281D+08,1
  4.000000000000D+02,  9.992995423314D-01,  8.659294045971D+09,  9.521300009050D+00,  3.717888414939D+00, -1.782986199290D+00,  2.611297431372D+01,  4.788318918927D+02,  6.845941955103D+08,  4.803122507536D+02,  1.695667355040D-01,  1.695668320509D-01,  2.672501869061D+08,1
  4.000000000000D+02,  9.991898406902D-01,  8.644063547237D+09,  9.586672482794D+00,  3.728972021584D+00, -1.733956360307D+00,  2.611296406496D+01,  6.470359430669D+02,  6.845931149525D+08,  6.813095543934D+02,  1.696857954988D-01,  1.696858822571D-01,  4.154910518113D+08,1
  4.000000000000D+02,  9.990638894692D-01,  8.628377865426D+09,  9.651719840672D+00,  3.740029885191D+00, -1.685467272822D+00,  2.611295199392D+01,  8.773850545726D+02,  6.845919070777D+08,  9.693148924931D+02,  1.704822395637D-01,  1.704823177914D-01,  6.467021049084D+08,1
  4.000000000000D+02,  9.989196847634D-01,  8.612244286033D+09,  9.716332990206D+00,  3.751085250088D+00, -1.637651751537D+00,  2.611293781632D+01,  1.194280481159D+03,  6.845909941624D+08,  1.382996847722D+03,  1.718543410612D-01,  1.718544118396D-01,  1.007669049718D+09,1
  4.000000000000D+02,  9.987550360889D-01,  8.595667043265D+09,  9.780421591571D+00,  3.762156478817D+00, -1.590551954188D+00,  2.611292121118D+01,  1.632286187577D+03,  6.845899397460D+08,  1.978653884401D+03,  1.737919395894D-01,  1.737920038453D-01,  1.571939754616D+09,1
  4.000000000000D+02,  9.985675712828D-01,  8.578650801851D+09,  9.843906927832D+00,  3.773259246122D+00, -1.544249097370D+00,  2.611290181528D+01,  2.240649595815D+03,  6.845892083040D+08,  2.838467109374D+03,  1.760972981554D-01,  1.760973566786D-01,  2.455358767395D+09,1
  4.000000000000D+02,  9.983547109065D-01,  8.561196229836D+09,  9.906727070622D+00,  3.784404589815D+00, -1.498779594789D+00,  2.611287921936D+01,  3.089790783928D+03,  6.845884846499D+08,  4.082702677982D+03,  1.788476905629D-01,  1.788477440318D-01,  3.840960522345D+09,1
  4.000000000000D+02,  9.981136666622D-01,  8.543304525734D+09,  9.968831956301D+00,  3.795600794468D+00, -1.454164517402D+00,  2.611285295441D+01,  4.280940089416D+03,  6.845886592664D+08,  5.887846806451D+03,  1.816833830156D-01,  1.816834320235D-01,  6.018670817236D+09,1
  4.000000000000D+02,  9.978412669154D-01,  8.524962628987D+09,  1.003021704412D+01,  3.806843161024D+00, -1.410449617137D+00,  2.611282249420D+01,  5.959139339023D+03,  6.845883314712D+08,  8.513430498943D+03,  1.846702873175D-01,  1.846703323732D-01,  9.450798750156D+09,1
  4.000000000000D+02,  9.975342386082D-01,  8.506167957355D+09,  1.009084667790D+01,  3.818135601507D+00, -1.367605321283D+00,  2.611278725681D+01,  8.335056840188D+03,  6.845883683859D+08,  1.234206713783D+04,  1.878262768566D-01,  1.878263184019D-01,  1.487199919839D+10,1
  4.000000000000D+02,  9.971889448668D-01,  8.486910997775D+09,  1.015071406738D+01,  3.829474036140D+00, -1.325664741086D+00,  2.611274658539D+01,  1.171377698015D+04,  6.845883007996D+08,  1.793905764050D+04,  1.909929350786D-01,  1.909929734930D-01,  2.345796388164D+10,1
  4.000000000000D+02,  9.968015264647D-01,  8.467183120759D+09,  1.020980655723D+01,  3.840855595537D+00, -1.284602714037D+00,  2.611269973803D+01,  1.654009924457D+04,  6.845883301674D+08,  2.614140652640D+04,  1.942312562008D-01,  1.942312918148D-01,  3.709042358355D+10,1
  4.000000000000D+02,  9.963678347211D-01,  8.446976871635D+09,  1.026811739252D+01,  3.852275999619D+00, -1.244389761795D+00,  2.611264589260D+01,  2.346430321965D+04,  6.845858157544D+08,  3.819116187585D+04,  1.981185176649D-01,  1.981185508450D-01,  5.879057652090D+10,1
  4.000000000000D+02,  9.958852821965D-01,  8.426356122874D+09,  1.032543610843D+01,  3.863790216928D+00, -1.205323602655D+00,  2.611258450942D+01,  3.348191694251D+04,  6.845877217535D+08,  5.594694436135D+04,  2.033600965114D-01,  2.033601276503D-01,  9.330822762442D+10,1
  4.000000000000D+02,  9.953494058057D-01,  8.405295888118D+09,  1.038180593088D+01,  3.875379487948D+00, -1.167382825532D+00,  2.611251449648D+01,  4.804144446893D+04,  6.845892127885D+08,  8.217857231650D+04,  2.075947256718D-01,  2.075947548586D-01,  1.484264314710D+11,1
  4.000000000000D+02,  9.947547316660D-01,  8.383745077721D+09,  1.043732875167D+01,  3.887006401282D+00, -1.130523602238D+00,  2.611243468226D+01,  6.926340090845D+04,  6.845904429032D+08,  1.210155693345D+05,  2.110117602669D-01,  2.110117876010D-01,  2.368446503608D+11,1
  4.000000000000D+02,  9.940953692866D-01,  8.361653529824D+09,  1.049208395923D+01,  3.898638227048D+00, -1.094702434417D+00,  2.611234376659D+01,  1.002688177115D+05,  6.845913839681D+08,  1.786192584547D+05,  2.136868768018D-01,  2.136869023915D-01,  3.792112509460D+11,1
  4.000000000000D+02,  9.933649826069D-01,  8.338973589686D+09,  1.054613431394D+01,  3.910245864020D+00, -1.059857751760D+00,  2.611224029720D+01,  1.456475671400D+05,  6.845906689114D+08,  2.641807472702D+05,  2.159360537440D-01,  2.159360777049D-01,  6.091163387945D+11,1
  4.000000000000D+02,  9.925577725960D-01,  8.315685782975D+09,  1.059946690675D+01,  3.921822460835D+00, -1.026024515275D+00,  2.611212276034D+01,  2.122345878049D+05,  6.845912409031D+08,  3.914495628055D+05,  2.180854757297D-01,  2.180854981781D-01,  9.808122188061D+11,1
  4.000000000000D+02,  9.916671681609D-01,  8.291755599409D+09,  1.065210112841D+01,  3.933350538717D+00, -9.931609521094D-01,  2.611198954658D+01,  3.100918506721D+05,  6.845915924358D+08,  5.809363599488D+05,  2.198948475769D-01,  2.198948686289D-01,  1.582584352505D+12,1
  4.000000000000D+02,  9.906864336691D-01,  8.267154355004D+09,  1.070404336667D+01,  3.944816326517D+00, -9.612250797559D-01,  2.611183888641D+01,  4.540844713243D+05,  6.845906817948D+08,  8.632428749697D+05,  2.217735981605D-01,  2.217736179337D-01,  2.557545019822D+12,1
  4.000000000000D+02,  9.896101116982D-01,  8.241889829426D+09,  1.075522763035D+01,  3.956229824908D+00, -9.302329062488D-01,  2.611166903969D+01,  6.665149260465D+05,  6.845902511445D+08,  1.284217982128D+06,  2.243238966791D-01,  2.243239152912D-01,  4.135672939050D+12,1
  4.000000000000D+02,  9.884330124246D-01,  8.215974061297D+09,  1.080559297942D+01,  3.967600937757D+00, -9.001860449504D-01,  2.611147827426D+01,  9.807852356188D+05,  6.845899072956D+08,  1.912536804368D+06,  2.273283461801D-01,  2.273283637356D-01,  6.687860542593D+12,1
  4.000000000000D+02,  9.871496020979D-01,  8.189408996457D+09,  1.085510960344D+01,  3.978930522642D+00, -8.710599988518D-01,  2.611126440599D+01,  1.446778419825D+06,  6.845924955101D+08,  2.850930218446D+06,  2.297608095348D-01,  2.297608261254D-01,  1.081376113276D+13,1
  4.000000000000D+02,  9.857514977204D-01,  8.162143752901D+09,  1.090385287533D+01,  3.990183802646D+00, -8.427246927306D-01,  2.611102527643D+01,  2.137303653895D+06,  6.845919864166D+08,  4.251648424630D+06,  2.321222241902D-01,  2.321222398967D-01,  1.749224640642D+13,1
  4.000000000000D+02,  9.842337972509D-01,  8.134200360360D+09,  1.095176718031D+01,  4.001371502805D+00, -8.152335518815D-01,  2.611075873774D+01,  3.162545620849D+06,  6.845914837824D+08,  6.342990382892D+06,  2.350263604375D-01,  2.350263753395D-01,  2.828327669041D+13,1
  4.000000000000D+02,  9.825924288516D-01,  8.105606569356D+09,  1.099879494863D+01,  4.012506654334D+00, -7.886868162548D-01,  2.611046289863D+01,  4.688365055798D+06,  6.845680462175D+08,  9.466618112685D+06,  2.429865035844D-01,  2.429865177592D-01,  4.568779418566D+13,1
  4.000000000000D+02,  9.808485618850D-01,  8.076763169065D+09,  1.104427436400D+01,  4.023828675582D+00, -7.640368359152D-01,  2.611013751770D+01,  7.008859790839D+06,  6.845692282662D+08,  1.417288335987D+07,  2.546636646761D-01,  2.546636781900D-01,  7.341014158391D+13,1
  4.000000000000D+02,  9.789983117186D-01,  8.047584373569D+09,  1.108834999883D+01,  4.035286123274D+00, -7.410143849695D-01,  2.610978282767D+01,  1.055351581821D+07,  6.845709058532D+08,  2.127743032375D+07,  2.647925423824D-01,  2.647925552906D-01,  1.178564486668D+14,1
  4.000000000000D+02,  9.770350395472D-01,  8.017962162530D+09,  1.113120334889D+01,  4.046812485849D+00, -7.192243643710D-01,  2.610939597994D+01,  1.597823170451D+07,  6.845869363476D+08,  3.200984579879D+07,  2.623711254706D-01,  2.623711378198D-01,  1.895834711298D+14,1
  4.000000000000D+02,  9.748011580316D-01,  7.985765234697D+09,  1.117587831852D+01,  4.057189430046D+00, -6.940346560218D-01,  2.610894704469D+01,  2.348104884180D+07,  6.845692528181D+08,  4.744437386675D+07,  2.069268069713D-01,  2.069268188561D-01,  3.122614341480D+14,1
  4.000000000000D+02,  9.721930518010D-01,  7.950200865432D+09,  1.122346548457D+01,  4.065923779756D+00, -6.639091880061D-01,  2.610840920665D+01,  3.296308547532D+07,  6.845494097186D+08,  6.867055177171D+07,  1.647185883832D-01,  1.647185999850D-01,  5.197399092231D+14,1
  4.000000000000D+02,  9.691925559176D-01,  7.911833509046D+09,  1.127318519822D+01,  4.073266548856D+00, -6.303137538311D-01,  2.610777506117D+01,  4.445460537188D+07,  6.845291417756D+08,  9.721121574607D+07,  1.351333350549D-01,  1.351333467187D-01,  8.512418229921D+14,1
  4.000000000000D+02,  9.660063551172D-01,  7.873674306089D+09,  1.132113524314D+01,  4.080832817174D+00, -5.992553100559D-01,  2.610710948361D+01,  6.038205319745D+07,  6.845620747949D+08,  1.377707339438D+08,  1.731081688975D-01,  1.731081807542D-01,  1.332272699887D+15,1
  4.000000000000D+02,  9.626740105052D-01,  7.835991501542D+09,  1.136687782622D+01,  4.088808753935D+00, -5.717947275295D-01,  2.610639668651D+01,  8.308799019527D+07,  6.845991732959D+08,  1.960713435590D+08,  1.571753920828D-01,  1.571754034929D-01,  2.026670172360D+15,1
  4.000000000000D+02,  9.587685147058D-01,  7.794273393119D+09,  1.141575493185D+01,  4.094755407635D+00, -5.407068373016D-01,  2.610553331159D+01,  1.074782411074D+08,  6.846273977323D+08,  2.692706513296D+08,  7.969169469251D-02,  7.969170470338D-02,  3.123537178872D+15,1
  4.000000000000D+02,  9.542697080293D-01,  7.749195334878D+09,  1.146684225080D+01,  4.098971563264D+00, -5.067785388205D-01,  2.610463175427D+01,  1.316891130048D+08,  6.845768224903D+08,  3.579168195092D+08,  1.108318523607D-01,  1.108318611463D-01,  4.732080421921D+15,1
  4.000000000000D+02,  9.498660158676D-01,  7.707634738482D+09,  1.151238339158D+01,  4.105128804622D+00, -4.789320534332D-01,  2.610375051899D+01,  1.712372734265D+08,  6.845628192522D+08,  4.896325342535D+08,  1.625855635591D-01,  1.625855716951D-01,  6.741454428217D+15,1
  4.000000000000D+02,  9.455599310681D-01,  7.668906583920D+09,  1.155335382849D+01,  4.112894034618D+00, -4.558735386828D-01,  2.610287722501D+01,  2.342174317579D+08,  6.845508797998D+08,  6.869113467100D+08,  2.202754859421D-01,  2.202754936874D-01,  9.388976065932D+15,1
  4.000000000000D+02,  9.413856958455D-01,  7.632780500070D+09,  1.159021586917D+01,  4.122162308838D+00, -4.370364823668D-01,  2.610201358929D+01,  3.364252548823D+08,  6.846208299626D+08,  9.885914254020D+08,  2.602049857349D-01,  2.602049931869D-01,  1.302143072003D+16,1
  4.000000000000D+02,  9.370690807245D-01,  7.596612849239D+09,  1.162579484579D+01,  4.131544466475D+00, -4.194863831364D-01,  2.610113754333D+01,  4.859204222476D+08,  6.846208227292D+08,  1.425160208346D+09,  2.672243698679D-01,  2.672243770268D-01,  1.848326299625D+16,1
  4.000000000000D+02,  9.325862103115D-01,  7.560150825934D+09,  1.166037232063D+01,  4.140906857501D+00, -4.029572931434D-01,  2.610020597677D+01,  7.027658474248D+08,  6.846205377087D+08,  2.052996205876D+09,  2.744582108175D-01,  2.744582176847D-01,  2.675982156165D+16,1
  4.000000000000D+02,  9.279435976121D-01,  7.523402779857D+09,  1.169396172604D+01,  4.150254203185D+00, -3.874486555561D-01,  2.609921803437D+01,  1.017881593181D+09,  6.846200040096D+08,  2.955658473981D+09,  2.823802421869D-01,  2.823802487772D-01,  3.928586578708D+16,1
  4.000000000000D+02,  9.231516291745D-01,  7.486399813879D+09,  1.172655798535D+01,  4.159603582479D+00, -3.729227578245D-01,  2.609817388694D+01,  1.477347013640D+09,  6.846192554472D+08,  4.254442334919D+09,  2.914713325382D-01,  2.914713388760D-01,  5.821567068449D+16,1
  4.000000000000D+02,  9.182065479379D-01,  7.449070238213D+09,  1.175825471632D+01,  4.168916632649D+00, -3.590532522658D-01,  2.609706935433D+01,  2.145927984436D+09,  6.846195714149D+08,  6.118541625028D+09,  2.960315521003D-01,  2.960315582067D-01,  8.686168855819D+16,1
  4.000000000000D+02,  9.130968480329D-01,  7.411315237186D+09,  1.178917923517D+01,  4.178134153917D+00, -3.455588295014D-01,  2.609590038413D+01,  3.113207744703D+09,  6.846199332622D+08,  8.781119416008D+09,  2.999337577837D-01,  2.999337636739D-01,  1.302640793835D+17,1
  4.000000000000D+02,  9.078217335055D-01,  7.373127501958D+09,  1.181937928605D+01,  4.187242339705D+00, -3.323693898713D-01,  2.609466441907D+01,  4.508416741186D+09,  6.846203347697D+08,  1.257226265276D+10,  3.030596677515D-01,  3.030596734405D-01,  1.958774064606D+17,1
  4.000000000000D+02,  9.023796043928D-01,  7.334498292442D+09,  1.184890283345D+01,  4.196226136350D+00, -3.194086292473D-01,  2.609335866629D+01,  6.513253768594D+09,  6.846207700456D+08,  1.795069649316D+10,  3.052992918558D-01,  3.052992973580D-01,  2.948092409546D+17,1
  4.000000000000D+02,  8.967680156737D-01,  7.295418410748D+09,  1.187779758530D+01,  4.205069462879D+00, -3.065961759257D-01,  2.609198007776D+01,  9.380802343068D+09,  6.846211674327D+08,  2.554908244180D+10,  3.066814647298D-01,  3.066814700594D-01,  4.435225335777D+17,1
  4.000000000000D+02,  8.909889771919D-01,  7.255912888784D+09,  1.190608514911D+01,  4.213772909805D+00, -2.939394540448D-01,  2.609052681850D+01,  1.346827343459D+10,  6.846214001099D+08,  3.624729005766D+10,  3.085124151917D-01,  3.085124203602D-01,  6.661314142403D+17,1
  4.000000000000D+02,  8.850446347118D-01,  7.216002675253D+09,  1.193378635799D+01,  4.222336633270D+00, -2.814376510297D-01,  2.608899685293D+01,  1.927388921645D+10,  6.846215139516D+08,  5.125738944257D+10,  3.097163745671D-01,  3.097163795858D-01,  9.979470978236D+17,1
  4.000000000000D+02,  8.789357354814D-01,  7.175700029788D+09,  1.196092788109D+01,  4.230756371360D+00, -2.690658064320D-01,  2.608738768165D+01,  2.748514755234D+10,  6.846216179701D+08,  7.223482898167D+10,  3.106556228816D-01,  3.106556277613D-01,  1.490513854947D+18,1
  4.000000000000D+02,  8.726638960626D-01,  7.135022404738D+09,  1.198753127786D+01,  4.239030827545D+00, -2.568166148364D-01,  2.608569711856D+01,  3.905078091869D+10,  6.846217789583D+08,  1.014386408885D+11,  3.111105308643D-01,  3.111105356136D-01,  2.218489849485D+18,1
  4.000000000000D+02,  8.662184631461D-01,  7.093910307043D+09,  1.201366596194D+01,  4.247120766437D+00, -2.446238417012D-01,  2.608391784504D+01,  5.519219483491D+10,  6.846212771309D+08,  1.417968525678D+11,  3.083090112176D-01,  3.083090158189D-01,  3.290823993654D+18,1
  4.000000000000D+02,  8.595991129726D-01,  7.052373007015D+09,  1.203935299747D+01,  4.255021184164D+00, -2.325300094900D-01,  2.608204996978D+01,  7.757038865130D+10,  6.846180127892D+08,  1.972576524868D+11,  3.084323836477D-01,  3.084323881020D-01,  4.861093486089D+18,1
  4.000000000000D+02,  8.528327815044D-01,  7.010576451280D+09,  1.206451298122D+01,  4.262807545100D+00, -2.207046871843D-01,  2.608009395381D+01,  1.087102791726D+11,  6.846178213481D+08,  2.735892955223D+11,  3.106348056723D-01,  3.106348099814D-01,  7.140546967802D+18,1
  4.000000000000D+02,  8.459265494073D-01,  6.968547468606D+09,  1.208915087159D+01,  4.270489966712D+00, -2.091913948465D-01,  2.607805224145D+01,  1.519628200598D+11,  6.846178583733D+08,  3.784108290146D+11,  3.129653280140D-01,  3.129653321821D-01,  1.043606065481D+19,1
  4.000000000000D+02,  8.388840739323D-01,  6.926287609124D+09,  1.211328474775D+01,  4.278067360047D+00, -1.979942579030D-01,  2.607592296697D+01,  2.118598298499D+11,  6.846185375754D+08,  5.219159451612D+11,  3.146049136711D-01,  3.146049177044D-01,  1.518438649791D+19,1
  4.000000000000D+02,  8.317034223473D-01,  6.883763251263D+09,  1.213695027982D+01,  4.285522184009D+00, -1.870992382273D-01,  2.607370350035D+01,  2.943586417196D+11,  6.846189469251D+08,  7.174455842070D+11,  3.151331656692D-01,  3.151331695741D-01,  2.200550731050D+19,1
  4.000000000000D+02,  8.243826241538D-01,  6.840943134586D+09,  1.216018008018D+01,  4.292837860386D+00, -1.764446867516D-01,  2.607138985155D+01,  4.072882376480D+11,  6.846195110570D+08,  9.824425186553D+11,  3.143340092007D-01,  3.143340129856D-01,  3.176779919812D+19,1
  4.000000000000D+02,  8.169169587052D-01,  6.797786769108D+09,  1.218301217919D+01,  4.299991750773D+00, -1.659375211909D-01,  2.606897768627D+01,  5.606499145942D+11,  6.846195719498D+08,  1.339221250217D+12,  3.123040685423D-01,  3.123040722171D-01,  4.568069336486D+19,1
  4.000000000000D+02,  8.093088230340D-01,  6.754303819287D+09,  1.220546023432D+01,  4.306983471342D+00, -1.554913602991D-01,  2.606646421171D+01,  7.676995467526D+11,  6.846194784383D+08,  1.817118252786D+12,  3.106909224933D-01,  3.106909260649D-01,  6.539571340194D+19,1
  4.000000000000D+02,  8.015646827270D-01,  6.710530549354D+09,  1.222752596119D+01,  4.313824608522D+00, -1.451107264895D-01,  2.606384934152D+01,  1.046058532281D+12,  6.846193080161D+08,  2.454764884874D+12,  3.095025949325D-01,  3.095025984062D-01,  9.316249216303D+19,1
  4.000000000000D+02,  7.936917018329D-01,  6.666503481134D+09,  1.224921013074D+01,  4.320527831935D+00, -1.348215862109D-01,  2.606113256395D+01,  1.418949061866D+12,  6.846190710121D+08,  3.302645452138D+12,  3.089289320894D-01,  3.089289354699D-01,  1.320448754187D+20,1
  4.000000000000D+02,  7.856982955070D-01,  6.622261735174D+09,  1.227051124357D+01,  4.327108257743D+00, -1.246557728002D-01,  2.605831381631D+01,  1.917143251793D+12,  6.846187762048D+08,  4.426968218905D+12,  3.091336901274D-01,  3.091336934186D-01,  1.861997093810D+20,1
  4.000000000000D+02,  7.775939960160D-01,  6.577845613667D+09,  1.229142620487D+01,  4.333582923792D+00, -1.146494624426D-01,  2.605539345506D+01,  2.581616331112D+12,  6.846184308960D+08,  5.914831633630D+12,  3.102625222128D-01,  3.102625254179D-01,  2.612565565306D+20,1
  4.000000000000D+02,  7.693896712853D-01,  6.533297262949D+09,  1.231195001552D+01,  4.339971258739D+00, -1.048441105586D-01,  2.605237281867D+01,  3.467380129307D+12,  6.846175794522D+08,  7.881493550844D+12,  3.128365766126D-01,  3.128365797346D-01,  3.648324048716D+20,1
  4.000000000000D+02,  7.611004293075D-01,  6.488675185207D+09,  1.233206910055D+01,  4.346302550324D+00, -9.529076938033D-02,  2.604925290645D+01,  4.650439100936D+12,  6.846189783284D+08,  1.048285120412D+13,  3.155131831807D-01,  3.155131862233D-01,  5.072140078429D+20,1
  4.000000000000D+02,  7.527173191554D-01,  6.443907208896D+09,  1.235182825456D+01,  4.352542081167D+00, -8.592349419912D-02,  2.604603224692D+01,  6.219101674793D+12,  6.846190242564D+08,  1.390284068604D+13,  3.160097258716D-01,  3.160097288389D-01,  7.027308041527D+20,1
  4.000000000000D+02,  7.442410144111D-01,  6.398978084142D+09,  1.237124639055D+01,  4.358682023529D+00, -7.671919255111D-02,  2.604270406508D+01,  8.289688631342D+12,  6.846190822825D+08,  1.838072345664D+13,  3.163369592423D-01,  3.163369621384D-01,  9.703680069945D+20,1
  4.000000000000D+02,  7.356749598616D-01,  6.353887426914D+09,  1.239033502172D+01,  4.364722033827D+00, -6.767373653858D-02,  2.603926648308D+01,  1.101275343894D+13,  6.846191604514D+08,  2.422361371665D+13,  3.164380885853D-01,  3.164380914137D-01,  1.335380941446D+21,1
  4.000000000000D+02,  7.270222434988D-01,  6.308632612403D+09,  1.240910588670D+01,  4.370660896153D+00, -5.878281119196D-02,  2.603571748013D+01,  1.457991327974D+13,  6.846192521799D+08,  3.182018099836D+13,  3.162602363090D-01,  3.162602390727D-01,  1.831353136182D+21,1
  4.000000000000D+02,  7.182856846423D-01,  6.263209290602D+09,  1.242757070212D+01,  4.376496765234D+00, -5.004217689161D-02,  2.603205490609D+01,  1.923346352527D+13,  6.846193557523D+08,  4.165953858486D+13,  3.157588080126D-01,  3.157588107139D-01,  2.502723874501D+21,1
  4.000000000000D+02,  7.094678666841D-01,  6.217611582252D+09,  1.244574106864D+01,  4.382227254711D+00, -4.144769805256D-02,  2.602827648999D+01,  2.527756174231D+13,  6.846194695747D+08,  5.435338681453D+13,  3.148937032103D-01,  3.148937058514D-01,  3.407995048062D+21,1
  4.000000000000D+02,  7.005711706698D-01,  6.171832263737D+09,  1.246362839250D+01,  4.387849521498D+00, -3.299536660492D-02,  2.602437984997D+01,  3.309103355573D+13,  6.846195921580D+08,  7.066166197817D+13,  3.136294908723D-01,  3.136294934548D-01,  4.623759245291D+21,1
  4.000000000000D+02,  6.915978533263D-01,  6.125863099114D+09,  1.248124373586D+01,  4.393360446125D+00, -2.468306737918D-02,  2.602036251166D+01,  4.314190319962D+13,  6.846180333234D+08,  9.152205173326D+13,  3.133754082759D-01,  3.133754107974D-01,  6.249704045931D+21,1
  4.000000000000D+02,  6.825697149594D-01,  6.079794500566D+09,  1.249856054342D+01,  4.398806311068D+00, -1.652201658014D-02,  2.601622563413D+01,  5.612505272146D+13,  6.846179932853D+08,  1.182731874664D+14,  3.156315549511D-01,  3.156315574155D-01,  8.412397149267D+21,1
  4.000000000000D+02,  6.734946449891D-01,  6.033646556742D+09,  1.251558079563D+01,  4.404198129927D+00, -8.497121493136D-03,  2.601197419531D+01,  7.289226575621D+13,  6.846179787048D+08,  1.525546308070D+14,  3.179610235197D-01,  3.179610259316D-01,  1.128133495148D+22,1
  4.000000000000D+02,  6.643768708013D-01,  5.987421455648D+09,  1.253231327037D+01,  4.409537884777D+00, -5.959913412192D-04,  2.600760652614D+01,  9.451545332005D+13,  6.846179783929D+08,  1.964138892585D+14,  3.202920823625D-01,  3.202920847252D-01,  1.507953838698D+22,1
  4.000000000000D+02,  6.552201933019D-01,  5.941119984862D+09,  1.254876704695D+01,  4.414826755157D+00,  7.190961365242D-03,  2.600312073023D+01,  1.223588875227D+14,  6.846179911559D+08,  2.524321253470D+14,  3.225740690313D-01,  3.225740713474D-01,  2.009848023991D+22,1
  4.000000000000D+02,  6.460280504443D-01,  5.894741668867D+09,  1.256495134054D+01,  4.420065247448D+00,  1.487159430578D-02,  2.599851469106D+01,  1.581544754003D+14,  6.846180158655D+08,  3.238551244454D+14,  3.247588381439D-01,  3.247588404155D-01,  2.671838563554D+22,1
  4.000000000000D+02,  6.368035533310D-01,  5.848284797058D+09,  1.258087540831D+01,  4.425253256566D+00,  2.245219395712D-02,  2.599378607744D+01,  2.040942860627D+14,  6.846180514768D+08,  4.147529164820D+14,  3.268008055315D-01,  3.268008077602D-01,  3.543427403822D+22,1
  4.000000000000D+02,  6.275495217724D-01,  5.801746453485D+09,  1.259654847174D+01,  4.430390124371D+00,  2.993761488860D-02,  2.598893234959D+01,  2.629437042323D+14,  6.846180970138D+08,  5.302134236150D+14,  3.286570173919D-01,  3.286570195786D-01,  4.688922260244D+22,1
  4.000000000000D+02,  6.182685195291D-01,  5.755122549748D+09,  1.261197965214D+01,  4.435474695995D+00,  3.733140767586D-02,  2.598395076610D+01,  3.381787954384D+14,  6.846181515573D+08,  6.765758536645D+14,  3.302873086505D-01,  3.302873107959D-01,  6.191667316766D+22,1
  4.000000000000D+02,  6.089628893857D-01,  5.708407862066D+09,  1.262717791705D+01,  4.440505375079D+00,  4.463583694563D-02,  2.597883839173D+01,  4.341517279231D+14,  6.846182199537D+08,  8.617100064543D+14,  3.316413088119D-01,  3.316413109164D-01,  8.159399191211D+22,1
  4.000000000000D+02,  5.996346727709D-01,  5.661595297961D+09,  1.264215222017D+01,  4.445479854928D+00,  5.184718022417D-02,  2.597359210173D+01,  5.562800085336D+14,  6.846182380135D+08,  1.095335689828D+15,  3.327417955451D-01,  3.327417976090D-01,  1.073100623121D+23,1
  4.000000000000D+02,  5.902867529775D-01,  5.614681119932D+09,  1.265690971761D+01,  4.450397880378D+00,  5.896416978620D-02,  2.596820903944D+01,  7.113564862269D+14,  6.846182550920D+08,  1.389527401142D+15,  3.337518760654D-01,  3.337518780895D-01,  1.408475359548D+23,1
  4.000000000000D+02,  5.809222505787D-01,  5.567662651285D+09,  1.267145684732D+01,  4.455259858509D+00,  6.598891667058D-02,  2.596268646229D+01,  9.078652073839D+14,  6.846182712524D+08,  1.759230954917D+15,  3.346753092417D-01,  3.346753112267D-01,  1.844917431309D+23,1
  4.000000000000D+02,  5.715442701555D-01,  5.520537059853D+09,  1.268579976707D+01,  4.460066230380D+00,  7.292348092930D-02,  2.595702153710D+01,  1.156364668865D+15,  6.846182865529D+08,  2.222884729649D+15,  3.355157734896D-01,  3.355157754361D-01,  2.411672588228D+23,1
  4.000000000000D+02,  5.621559007082D-01,  5.473301360812D+09,  1.269994437266D+01,  4.464817468769D+00,  7.976987387468D-02,  2.595121133484D+01,  1.469966861110D+15,  6.846183010467D+08,  2.803187991278D+15,  3.362768697718D-01,  3.362768716805D-01,  3.146084575971D+23,1
  4.000000000000D+02,  5.527595088445D-01,  5.425948906607D+09,  1.271389735720D+01,  4.469512305467D+00,  8.653179623921D-02,  2.594525184413D+01,  1.864766394114D+15,  6.846183072041D+08,  3.527798832721D+15,  3.366655806835D-01,  3.366655825551D-01,  4.095765973020D+23,1
